observation_date,NJUCSFRCONDOSMSAMID_20220120,NJUCSFRCONDOSMSAMID_20220217,NJUCSFRCONDOSMSAMID_20220317,NJUCSFRCONDOSMSAMID_20220421,NJUCSFRCONDOSMSAMID_20220519,NJUCSFRCONDOSMSAMID_20220616,NJUCSFRCONDOSMSAMID_20220721,NJUCSFRCONDOSMSAMID_20220818,NJUCSFRCONDOSMSAMID_20220915,NJUCSFRCONDOSMSAMID_20221020,NJUCSFRCONDOSMSAMID_20221117,NJUCSFRCONDOSMSAMID_20221215,NJUCSFRCONDOSMSAMID_20230119,NJUCSFRCONDOSMSAMID_20230216,NJUCSFRCONDOSMSAMID_20230316,NJUCSFRCONDOSMSAMID_20230420,NJUCSFRCONDOSMSAMID_20230518,NJUCSFRCONDOSMSAMID_20230615,NJUCSFRCONDOSMSAMID_20230720,NJUCSFRCONDOSMSAMID_20230817,NJUCSFRCONDOSMSAMID_20230921,NJUCSFRCONDOSMSAMID_20231019,NJUCSFRCONDOSMSAMID_20231116,NJUCSFRCONDOSMSAMID_20231221,NJUCSFRCONDOSMSAMID_20240118,NJUCSFRCONDOSMSAMID_20240215,NJUCSFRCONDOSMSAMID_20240321,NJUCSFRCONDOSMSAMID_20240418,NJUCSFRCONDOSMSAMID_20240516,NJUCSFRCONDOSMSAMID_20240620,NJUCSFRCONDOSMSAMID_20240718,NJUCSFRCONDOSMSAMID_20240815,NJUCSFRCONDOSMSAMID_20240919,NJUCSFRCONDOSMSAMID_20241017
2001-01-01,201400,201475,201670,202257,203285,203509,203405,202998,202269,201724,201263,200791,200491,169679.93572072700,164471.99686557600,167126.17276825500,168152.84497936400,170933.45842142000,175456.78200112100,175139.00068164100,184135.39577692800,183903.55135676000,183216.84659139900,182031.33495969300,180983.78572844100,180805.70664279500,181754.56448315600,183393.33433917600,184850.26420901100,185057.90777678400,186571.11269844400,186688.65064913400,184751.69688078900,183756.08540164100
2001-02-01,203108,203184,203381,203973,205009,205235,205130,204719,203984,203435,202970,202494,202191,171041.72245986500,165791.98666484000,168467.46397556200,169502.37586802600,172305.30545781000,176864.93151512200,176544.59980343000,185612.35790732100,185378.65384779800,184686.44097831000,183491.42027977000,182435.46858717800,182255.96111746400,183212.42980902100,184864.34434593000,186332.96034615500,186542.26943665300,188067.61187459800,188186.09260492700,186233.60240290500,185230.00505854600
2001-03-01,204806,204882,205081,205678,206723,206951,206845,206431,205689,205136,204667,204187,203882,172394.02140180500,167102.77987321400,169799.41018148800,170842.50434806000,173667.59460521900,178263.27021467700,177940.40587978200,187079.30158113200,186843.75049646700,186146.06688515300,184941.60162121000,183877.30446243900,183696.37829760100,184660.40621480500,186325.37627025300,187805.59913208400,188016.56244781700,189553.96007144500,189673.37718639800,187705.45593666700,186693.92689642300
2001-04-01,206667,206745,206945,207547,208602,208832,208724,208307,207559,207000,206527,206043,205735,173822.18342391000,168487.10771743100,171206.07769249000,172257.81315336100,175106.30727674100,179740.05479448200,179414.51575789200,188629.35852697400,188391.85576945300,187688.39145809100,186473.94652385400,185400.83106616300,185218.40582656800,186190.42125578600,187869.18652202000,189361.67386051500,189574.38512564700,191124.52095090900,191244.92750363900,189260.70092255400,188240.79079684800
2001-05-01,208384,208461,208663,209271,210334,210566,210458,210037,209282,208719,208242,207754,207443,175230.35861767500,169852.06218344600,172593.05918633400,173653.31500839900,176524.88546579600,181196.17208343800,180867.99577704200,190159.21263857200,189919.78364553200,189210.61397749900,187986.31944407800,186904.50062171400,186720.59584571500,187700.49468084900,189392.87535650300,190897.46732128200,191111.90375372700,192674.61175589900,192795.99485046300,190795.67545531600,189767.49347992800
2001-06-01,210296,210375,210578,211191,212264,212498,212389,211965,211203,210635,210153,209660,209347,176799.44460014600,171372.98864829000,174138.52968572300,175208.27948224200,178105.56318355300,182818.67845697000,182487.56352255200,191863.50263344100,191621.92777309600,190906.40221647200,189671.13502022200,188579.62046463700,188394.06745363900,189382.74857051200,191090.29710163300,192608.37387735800,192824.73218285400,194401.44585730500,194523.91684022800,192505.66970818900,191468.27271645100
2001-07-01,212269,212349,212554,213173,214256,214492,214382,213954,213185,212611,212125,211628,211311,178489.93468759000,173011.59299583700,175803.57710112400,176883.55544463400,179808.54188782100,184566.72220467600,184232.44127324000,193698.75660549700,193454.87098142700,192732.50112611300,191485.41808684300,190383.46274186200,190196.13483936100,191194.27310114200,192918.15504211500,194450.75285177400,194669.18071419100,196260.97630883000,196384.61877749600,194347.06627463400,193299.74615044200
2001-08-01,214440,214520,214728,215353,216447,216686,216575,216142,215365,214786,214294,213792,213472,180356.83418651500,174821.19227009000,177642.37888327400,178733.65316362200,181689.23324075600,186497.18131882900,186159.40400590400,195724.55110413100,195478.11480723100,194748.19006150600,193488.06442968400,192374.58430718400,192185.29723963200,193193.87451008300,194935.78563520600,196484.41208782500,196705.12437358900,198313.56773001600,198438.50331092100,196379.64110673000,195321.36760636300
2001-09-01,216749,216830,217040,217672,218778,219019,218906,218469,217684,217098,216601,216094,215771,182358.77356389000,176761.68668153700,179614.18813009900,180717.57542497700,183705.96208893200,188567.27781800200,188225.75121713700,197896.80790273400,197647.63652268700,196909.61067782800,195635.49949102300,194509.66136462200,194318.27348694200,195338.04449277400,197099.28828854400,198665.10223410200,198888.26410404300,200514.55883372100,200640.88101719300,198559.16844806200,197489.14965670800
2001-10-01,219151,219233,219445,220084,221202,221446,221332,220890,220096,219504,219002,218489,218162,184447.42274099600,178786.22953306000,181671.40215332800,182787.42711252300,185810.04131170800,190727.03619949700,190381.59791815800,200163.30921611400,199911.28408988400,199164.80567540400,197876.10216288700,196737.36987402200,196543.79004145000,197575.24042881700,199356.65565341700,200940.40278042300,201166.12051105100,202811.04110528800,202938.81004981600,200833.25574052800,199750.98208250000
2001-11-01,221222,221305,221519,222164,223292,223539,223424,222977,222176,221578,221071,220553,220223,186357.61211599200,180637.78999931400,183552.84227852400,184680.42510601400,187734.34234777900,192702.25901724500,192353.24327992900,202236.21540518500,201981.58028791300,201227.37128718500,199925.32186478400,198774.79677923500,198579.21221945000,199621.34438411200,201421.20807790900,203021.35660852100,203249.41188883500,204911.36740367700,205040.45953294200,202913.09994587200,201819.61818096100
2001-12-01,223079,223162,223378,224028,225166,225415,225299,224848,224041,223438,222927,222404,222072,188079.06116024000,182306.40308905300,185248.38270384700,186386.38139983100,189468.50872036500,194482.31573638300,194130.07602125000,204104.31324139200,203847.32600676800,203086.15022118700,201772.07349841400,200610.92077419800,200413.52955929800,201465.28811475300,203281.77752252000,204896.70695674800,205126.86883095200,206804.17617333400,206934.46075335200,204787.45030487000,203683.86782226700
2002-01-01,224860,224944,225162,225817,226964,227214,227098,226644,225830,225222,224707,224180,223845,189690.04949034300,183867.94580448200,186835.12490080000,187982.87110726000,191091.39834235500,196148.15104590600,195792.89422686600,205852.40948611700,205593.22122784600,204825.52618497400,203500.19476332800,202329.09709142900,202130.01527609100,203190.78184882800,205022.82897932000,206651.58983158500,206883.72297774100,208575.39598746100,208706.79641839700,206541.39742710200,205428.36306980200
2002-02-01,226870,226955,227175,227836,228993,229246,229128,228670,227849,227235,226716,226184,225846,191349.56778027200,185476.52896324100,188469.66665882700,189627.45401308000,192763.17644273100,197864.16854429900,197505.80373308700,207652.56732323200,207391.11249069200,206616.70403479100,205279.78272818100,204098.44392936400,203897.62116432700,204967.66403003600,206815.73222148200,208458.73641741400,208692.89954370600,210399.36605734500,210531.91557133500,208347.58039185400,207224.81266526200
2002-03-01,228984,229070,229291,229959,231127,231382,231263,230801,229972,229353,228828,228292,227950,193044.84206367400,187119.77066675500,190139.42626578300,191307.47111447400,194470.97468654800,199617.15936853300,199255.61960032700,209491.81414640900,209228.04352275600,208446.77587743600,207098.01302079000,205906.21071718300,205703.60919912100,206783.12978507500,208647.56692198600,210305.12374438800,210541.36093021000,212262.94217685900,212396.66572532300,210192.98317349100,209060.27072528500
2002-04-01,231128,231214,231438,232112,233291,233548,233429,232962,232125,231500,230971,230429,230085,194752.43278959800,188774.95078766300,191821.31694700100,192999.69381249100,196191.18036149000,201382.88595531500,201018.14816353800,211345.19734446000,211079.09313061800,210290.91357643600,208930.21815609100,207727.87192563000,207523.47798311800,208612.54913468400,210493.48102809600,212165.70232785200,212404.02951434000,214140.84166521100,214275.74827172900,212052.56964444300,210909.83603990700
2002-05-01,233302,233389,233615,234295,235485,235745,235624,235153,234308,233677,233143,232596,232249,196522.43454693900,190490.62637564000,193564.67934421600,194753.76585319000,197974.25813382200,203213.14839123700,202845.09569076700,213267.73560802800,212999.21073102600,212203.86136475200,210830.78814238700,209617.50456079100,209411.25131331100,210510.22938960000,212408.27150638900,214095.70445738800,214336.19962848600,216088.81099248700,216224.94480036100,213981.54264289200,212828.41396381700
2002-06-01,235718,235806,236035,236722,237925,238187,238065,237589,236735,236098,235558,235006,234654,198515.80120266500,192422.81118558700,195528.04489289000,196729.19254594200,199982.35092875200,205274.38030576100,204902.59437258200,215426.32042497200,215155.07767918100,214351.67820133600,212964.70744776700,211739.14364239300,211530.80280708800,212640.90416643100,214558.15727584200,216262.66954330300,216505.59888112300,218275.94926349700,218413.46094679200,216147.35224244800,214982.55219615200
2002-07-01,238378,238467,238698,239393,240609,240875,240751,240270,239407,238762,238216,237658,237302,200755.19398186700,194593.47090794800,197733.73375600300,198948.43116864500,202238.28738280100,207590.01443779000,207214.03450731200,217850.32910899000,217576.03429987700,216763.59485278700,215361.01770003500,214121.66367022900,213910.97855316300,215033.57093649000,216972.39726024800,218696.08895077300,218941.75176527900,220732.02239088100,220871.08137588800,218579.47408266500,217401.56753470400
2002-08-01,241710,241801,242035,242739,243973,244242,244116,243628,242753,242099,241546,240980,240619,203487.67001159100,197242.07981439900,200425.08473447300,201656.31537595700,204990.94977526600,210415.51910947800,210034.42172162600,220809.34446611200,220531.32396810000,219707.84932629400,218286.22126206800,217030.03334625400,216816.48653740300,217954.32685776900,219919.48785308900,221666.59208654700,221915.59168757000,223730.17918382400,223871.12697787700,221548.39326312900,220354.48745742600
2002-09-01,245312,245404,245642,246357,247608,247881,247754,247259,246370,245707,245145,244571,244205,206515.99680179500,200177.45901660500,203407.83378013100,204657.38773691200,208041.64854693300,213546.94694271000,213160.17801992300,224096.72619174100,223814.56655955200,222978.83213093500,221536.03904703800,220261.14916365900,220044.42309679900,221199.20344062600,223193.62150547700,224966.73640684200,225219.44308258100,227061.04592906600,227204.09213613400,224846.77785421900,223635.09732916600
2002-10-01,249042,249135,249376,250102,251372,251650,251520,251017,250116,249442,248872,248289,247917,209698.92838984100,203262.69777479400,206542.86074860500,207811.67347866100,211248.09427048100,216838.24317874600,216445.51317284300,227554.18612252600,227267.67321111200,226419.04471505900,224953.99160371500,223659.43217512200,223439.36236600900,224611.95915381300,226637.14795173800,228437.61922652500,228694.22476870700,230564.24064985800,230709.49383485800,228315.80990215700,227085.43505284600
2002-11-01,252293,252387,252632,253367,254654,254935,254804,254294,253381,252699,252121,251530,251154,212636.61304554500,206110.21689620700,209436.33186658000,210722.91946900400,214207.48128237500,219875.94291639800,219477.71113268000,230746.14393505100,230455.61203747100,229595.07962348100,228109.47585647000,226796.75732849000,226573.60054673700,227762.64563435800,229816.24224721000,231641.96916967300,231902.17418009100,233798.42122799500,233945.71191468400,231518.45119634000,230270.81758031700
2002-12-01,255356,255451,255699,256443,257746,258030,257897,257382,256457,255767,255182,254584,254203,215380.98957140400,208770.36104019100,212139.40423311400,213442.59706999800,216972.13208674400,222713.75324312500,222310.38171445300,233728.42677029700,233434.13988779600,232562.48550659200,231057.68102602300,229727.99624297700,229501.95526724200,230706.36819024500,232786.50655077100,234635.83011484900,234899.39814977200,236820.15327796700,236969.34762587900,234510.71573116900,233246.95705123800
2003-01-01,258334,258430,258681,259434,260752,261039,260905,260383,259448,258750,258158,257553,257168,218008.29672493400,211317.02898938000,214727.16917651200,216046.25890322700,219618.84866039700,225430.50850666900,225022.21648382900,236583.46084480000,236285.57919597600,235403.27740232900,233880.09146886300,232534.16435099900,232305.36224476400,233524.48728465600,235630.03490318800,237501.94828170600,237768.73584679500,239712.95333862100,239863.97012188200,237375.30560370000,236096.10988796100
2003-02-01,261329,261426,261679,262441,263774,264065,263930,263402,262456,261749,261151,260539,260149,220556.41593216700,213786.93948578000,217236.93798950300,218571.44546829100,222185.79228111600,228065.37982694200,227652.31561533200,239351.75295202000,239050.38575346900,238157.76003826500,236616.75111927600,235255.07514304300,235023.59579528600,236256.98596687200,238387.17085646700,240280.98772313600,240550.89700226100,242517.86402154000,242670.64787071400,240152.86318361300,238858.69944183100
2003-03-01,264312,264411,264667,265437,266786,267080,266943,266409,265452,264737,264132,263513,263119,223034.23125418600,216188.70391447100,219677.46102386500,221026.96087122400,224681.91264162400,230627.55372775000,230209.84899444800,242043.82358702400,241739.06680901300,240836.40142856200,239278.06025773900,237901.06904832000,237666.98617354900,238914.24870421100,241068.39250832200,242983.50977790000,243256.45481855900,245245.54498541100,245400.04724654100,242853.94417807100,241545.22453618300
2003-04-01,267321,267421,267680,268459,269823,270121,269982,269442,268474,267752,267139,266513,266115,225491.26963926500,218570.32910694100,222097.51982397400,223461.88632613700,227157.10257408000,233168.24332942900,232745.93698606200,244713.90315204100,244405.78448347100,243493.16145010100,241917.62961168000,240525.44827662600,240288.78314261200,241549.80471139400,243727.71171369900,245663.95538679500,245939.91139036400,247950.94398453700,248107.15062020500,245532.96049843700,244209.80386113100
2003-05-01,270445,270546,270808,271596,272976,273277,273137,272591,271611,270880,270261,269627,269224,228052.70496332000,221053.14701231100,224620.40433995700,226000.26916522200,229737.46068539000,235816.88412101000,235389.78065007700,247498.56623224400,247186.94140129600,246263.93339333100,244670.47316880000,243262.44984064800,243023.09163258900,244298.46269341400,246501.15266531400,248459.42935819900,248738.52553682500,250772.44219335000,250930.42634490800,248326.94384497400,246988.73066453800
2003-06-01,273757,273860,274125,274923,276320,276624,276482,275929,274938,274198,273571,272930,272522,230822.10408533100,223737.54574089400,227348.12270078400,228744.74416323200,232527.31894213600,238680.56895187000,238248.27887296500,250501.05227216700,250185.64701849300,249251.44169855700,247638.65068697400,246213.54616740000,245971.28422664800,247262.12723086200,249491.53875510000,251473.57194290900,251756.05392854400,253814.64469312800,253974.54540208900,251339.47920460100,249985.03172247200
2003-07-01,277196,277299,277568,278376,279790,280099,279955,279395,278392,277642,277007,276358,275945,233766.43836924500,226591.51039533800,230248.14336693300,231662.57993625700,235493.40470684600,241725.14470796500,241287.34039763600,253690.12385787600,253370.70325207600,252424.60477794400,250791.28169297500,249348.03449380300,249102.68837171000,250409.96480288500,252667.75845518300,254675.02445404800,254961.10265321400,257045.90086584800,257207.83723415300,254539.22461176700,253167.53396862000
2003-08-01,280730,280835,281107,281925,283358,283670,283525,282958,281941,281182,280539,279882,279463,236842.89247723900,229573.53975701700,233278.29539158100,234711.34647727600,238592.58634031700,244906.33837986300,244462.77240041400,257020.82987171400,256697.21558223200,255738.69574999000,254083.92871230000,252621.73307299000,252373.16579355700,253697.60550016800,255985.04179988700,258018.66126033800,258308.49538962800,260420.66498684300,260584.72742307500,257881.07849744300,256491.37888254400
2003-09-01,283934,284040,284315,285142,286591,286907,286760,286186,285158,284391,283740,283075,282652,239749.29492683300,232390.73680833200,236140.95511538200,237591.59179607800,241520.46004656000,247911.69089157800,247462.68172050300,260174.09400083800,259846.50944431100,258876.22999629900,257201.16142295300,255721.02681324300,255469.40998219900,256810.09859836500,259125.59834661800,261184.16729968500,261477.55726358900,263615.64004701800,263781.71528585200,261044.89660048000,259638.14743380700
2003-10-01,286797,286904,287182,288018,289482,289801,289652,289073,288034,287259,286602,285930,285503,242393.47825097500,234953.76295254300,238745.34223507500,240211.97791723500,244184.17746474400,250645.89688419700,250191.93561279200,263045.15604160800,262713.95653798700,261732.96990368500,260039.41668522100,258542.94855733500,258288.55509499300,259644.03842086600,261985.09007296400,264066.37565814700,264363.00322643900,266524.68008960600,266692.58799481600,263925.56808487500,262503.29521993100
2003-11-01,289209,289317,289597,290440,291915,292237,292087,291503,290456,289674,289012,288334,287903,244681.74036557200,237171.79207744300,240999.16492706800,242479.64605957400,246489.34427991000,253012.06413489200,252553.81734233200,265530.76507525800,265196.43594746600,264206.17961484800,262496.62339810800,260986.01460041000,260729.21728202400,262097.50906120800,264460.68215900100,266561.63456614600,266861.06507586000,269043.16840731700,269212.66293519100,266419.49645107200,264983.78401425100
2003-12-01,291561,291670,291953,292802,294290,294614,294463,293874,292819,292031,291363,290680,290245,246819.91269885900,239244.33808475100,243105.15675965200,244598.57520326500,248643.31251473500,255223.03171552400,254760.78049414100,267853.78861621500,267516.53457524500,266517.61488201200,264793.10243473800,263269.27791871400,263010.23398225400,264390.49640451200,266774.34396816600,268893.67677616200,269195.72688486100,271396.92057447900,271567.89794287500,268750.29515099100,267302.02223445400
2004-01-01,293984,294094,294379,295236,296736,297063,296910,296317,295252,294457,293784,293095,292657,248945.63647258400,241304.81761265900,245198.88738935900,246705.16782232800,250784.74022537300,257421.12691857200,256954.89458237500,270163.33009611200,269823.16811719100,268815.63534262500,267076.25346583900,265539.28993115100,265278.01241524700,266670.17600692200,269074.57804866800,271212.18458374100,271516.83908813900,273737.01234178600,273909.46394478800,271067.56666539500,269606.80616601500
2004-02-01,296609,296720,297008,297872,299385,299715,299562,298963,297889,297087,296407,295713,295270,251133.43195109400,243425.46369586000,247353.75551545700,248873.27351132200,252988.69819996700,259683.40709156600,259213.07739093400,272539.65055538000,272196.49655726300,271180.10165938600,269425.42041262600,267874.93795258500,267611.36227465300,269015.77115078100,271441.32199078200,273597.73062657400,273905.06483118000,276144.76643134200,276318.73489554100,273451.84066839100,271978.23151534900
2004-03-01,299651,299763,300053,300926,302455,302789,302633,302028,300943,300133,299447,298745,298298,253546.26065758200,245764.23612505100,249730.27001346100,251264.38716727900,255419.35185165900,262178.38187194900,261703.53335837200,275160.50824462600,274814.05433109100,273787.88534574400,272016.33033464100,270450.93777300900,270184.82743877700,271602.74171052100,274051.61768342200,276228.76326572000,276539.05292730900,278800.29245469900,278975.93387395600,276081.47036738600,274593.69035930700
2004-04-01,302937,303050,303344,304227,305773,306110,305953,305341,304244,303425,302731,302022,301570,256156.31720776600,248294.18293884200,252301.04398321800,253850.95364967600,258048.69038189500,264877.29922591300,264397.56252558100,277996.19641161200,277646.17209013900,276609.42783994900,274819.61592993900,273238.09109266900,272969.23833754700,274401.76503586300,276875.87809188700,279075.46041848700,279388.94779448400,281673.49070291300,281850.94220857200,278926.64958165400,277423.53714018600
2004-05-01,306800,306914,307211,308106,309671,310012,309853,309234,308123,307293,306591,305872,305415,259211.15256282200,251255.25708592700,255309.90262734300,256878.29600288000,261126.09355234000,268036.13812259700,267550.68024135000,281316.12949567600,280961.92505469100,279912.79962238300,278101.61311858000,276501.20112854200,276229.13763468300,277678.77209505100,280182.43192147800,282408.28247128300,282725.51362911700,285037.33939134600,285216.91008831800,282257.69448056400,280736.63131607200
2004-06-01,310803,310919,311220,312126,313711,314057,313896,313268,312143,311303,310591,309863,309400,262549.47645370700,254491.11873442300,258597.98317130700,260186.57554300700,264489.07955051300,271488.11707747000,270996.40709006500,284935.37083358000,284576.60941480100,283513.98657607000,281679.49845398800,280058.49654170700,279782.93284526400,281251.21741635700,283787.08779948500,286041.57478167700,286362.88724164600,288704.45554078500,288886.33648456300,285889.04941793200,284348.41718467700
2004-07-01,315007,315124,315430,316348,317955,318305,318142,317506,316365,315514,314792,314054,313585,266130.58021389800,257962.30867753300,262125.18963319400,263735.44997465200,268096.63897169900,275191.14147517700,274692.72469670000,288814.83775850700,288451.19171254400,287374.10099590600,285514.63585544600,283871.56359336800,283592.24802771100,285080.52366349000,287650.92056134400,289936.10295230400,290261.79016244000,292635.23950443500,292819.59680312700,289781.50091727100,288219.89258766400
2004-08-01,319277,319397,319706,320637,322266,322621,322455,321811,320655,319791,319060,318312,317836,269846.71001316200,261564.38034322800,265785.38992866800,267418.13523384000,271840.22194650900,279033.78894735900,278528.41249727500,292839.17104579700,292470.45797177200,291378.35912031000,289492.98427410400,287827.01751516100,287543.80997865700,289052.82318189700,291659.03587743600,293976.05989964600,294306.28522109000,296712.80610216100,296899.73222737000,293819.30364663500,292235.93593502600
2004-09-01,323415,323536,323849,324792,326442,326802,326634,325981,324810,323936,323195,322437,321955,273510.05268740000,265115.28506437600,269393.59757021100,271048.50844320600,275530.62782762000,282821.85212795300,282309.61486746200,296814.09633840100,296440.37844579800,295333.45571906200,293422.48926864800,291733.90909571600,291446.85737130600,292976.35354042500,295617.94231193300,297966.41703575600,298301.12475270000,300740.31114324900,300929.77455669100,297807.53301277200,296202.67306588100
2004-10-01,327494,327616,327934,328888,330559,330923,330754,330092,328907,328021,327271,326504,326016,277112.47819782400,268607.14233519700,272941.80487994700,274618.51273293500,279159.66651499700,286546.92418654900,286027.94020301700,300725.51741664600,300346.87466346400,299225.36489070000,297289.21569274700,295578.38338232500,295287.54888553500,296837.20078050700,299513.60045260300,301893.02341524000,302232.14191602200,304703.47194523000,304895.43211067400,301732.04561596900,300106.03679811300
2004-11-01,331187,331311,331632,332597,334287,334655,334484,333815,332616,331720,330962,330186,329692,280458.20021344900,271850.17503985800,276237.17220338900,277934.12381593000,282530.10529208900,290006.55313936800,289481.30319426400,304359.21127905000,303975.99335093800,302840.93227327200,300881.38840792400,299149.88395461500,298855.53527806700,300423.91175826200,303132.65061176600,305540.82435913700,305884.04045970200,308385.23179511600,308579.51143275100,305377.90145043200,303732.24541968700
2004-12-01,334662,334786,335111,336086,337794,338166,337993,337317,336105,335200,334434,333650,333151,283588.53366819300,274884.43004455200,279320.39266524100,281036.28479868500,285683.56430985000,293243.46050986500,292712.34798889700,307759.46430910600,307371.96513083600,306224.22333011100,304242.78775024000,302491.93920269700,302194.30210923200,303780.20024371400,306519.20069980200,308954.27818386900,309301.32864049300,311830.46289040300,312026.91298946000,308789.53512616400,307125.49408620100
2005-01-01,337995,338122,338449,339434,341159,341535,341360,340677,339453,338540,337765,336974,336470,286561.57808928500,277766.22364395600,282248.69136748100,283982.57232250700,288678.57230993700,296317.72385547300,295781.04333393300,310989.03199856600,310597.46647962800,309437.68050068800,307435.45212296800,305666.23051284200,305365.47007387000,306968.01031352700,309735.75330526500,312196.38401669300,312547.07635300300,315102.75084359800,315301.26245161200,312029.91217752700,310348.40901600500
2005-02-01,341178,341305,341636,342630,344371,344750,344574,343885,342649,341727,340945,340146,339638,289385.75861173100,280503.72238275800,285030.36664286500,286781.33569760700,291523.61666864400,299238.05514952800,298696.08542388200,314056.99215440800,313661.56377444600,312490.33630784400,310468.35560366400,308681.68031881500,308377.95282651200,309996.30240057500,312791.34965177700,315276.25490733400,315630.40688370900,318211.29354162100,318411.76350070600,315108.14079491400,313410.04931621500
2005-03-01,344581,344710,345044,346048,347806,348190,348011,347315,346068,345136,344347,343540,343026,292285.07225131200,283314.04819892400,287886.04424658200,289654.55600448700,294444.34919578100,302236.07750881300,301688.67786766100,317206.50760948800,316807.11368242700,315624.14058016200,313581.88247526500,311777.28954628300,311470.51612774700,313105.09529428100,315928.17263153500,318437.99771916800,318795.70130289700,321402.47034082200,321604.95070964300,318268.19767709600,316553.07691552900
2005-04-01,348669,348799,349137,350154,351933,352320,352140,351436,350173,349231,348432,347615,347095,295608.96631998500,286535.92291571000,291159.91214395600,292948.53558836300,297792.79877039600,305673.13537028000,305119.51064754400,320817.00341780800,320413.06352442800,319216.62563085300,317151.12221367400,315325.98911590900,315015.72395267200,316668.90816383000,319524.11822424100,322062.51054722800,322424.28557104000,325060.72527605100,325265.51030920100,321890.77781359600,320156.13526993500
2005-05-01,353125,353257,353599,354629,356430,356823,356640,355927,354648,353694,352885,352058,351531,299276.13490122500,290090.53611636500,294771.88811079800,296582.70027221500,301487.05882267100,309465.15471297300,308904.66201456600,324800.34597529000,324391.39066517500,323180.09750542600,321088.94829149500,319241.15389378600,318927.03640222700,320600.74695380100,323491.40800223100,326061.31762654500,326427.58453773600,329096.75892440500,329304.08661872500,325887.45261719500,324131.27232649200
2005-06-01,357750,357883,358230,359273,361098,361496,361311,360588,359293,358326,357506,356668,356135,303165.38065035300,293860.41033244700,298602.59887955300,300436.94346698000,305405.03665384800,313486.81196228200,312919.03537588500,329015.38054663800,328601.11809694800,327374.10561113400,325255.81890692700,323384.04510967800,323065.85121825300,324761.28202944200,327689.45608056400,330292.71621711100,330663.73628731900,333367.54937575100,333577.56762570000,330116.59490774700,328337.62412211200
2005-07-01,362022,362158,362508,363563,365411,365813,365626,364895,363584,362605,361776,360928,360388,306914.98028255000,297494.92455084500,302295.76527120900,304152.79733626200,309182.33672238300,317364.06876617800,316789.26982493600,333075.96732107800,332656.59219665000,331414.43637418300,329270.00655483800,327375.13201405100,327053.01109069000,328769.36628516200,331733.67878308200,334369.06739843500,334744.66646184300,337481.84901661700,337694.45923453700,334190.77246467000,332389.84627612300
2005-08-01,366240,366377,366732,367799,369668,370075,369885,369146,367820,366830,365991,365133,364587,310594.53915131600,301061.54774739400,305919.94504591500,307799.24079714600,312889.07859632300,321168.90023051800,320587.21010872800,337059.59826654400,336635.20736227200,335378.19519813200,333208.11772531800,331290.58024394400,330964.60671335700,332701.48973432200,335701.25578685800,338368.16398534400,338748.25526133600,341518.17486770900,341733.32793088500,338187.73662148700,336365.27112659800
2005-09-01,370190,370328,370687,371766,373655,374067,373875,373127,371787,370786,369938,369071,368519,314080.54680120900,304440.56033854800,309353.48663875400,311253.87496741200,316400.83937787200,324773.59091880400,324185.37210459100,340842.38538346400,340413.23158131400,339142.11209180800,336947.68005039900,335008.62223221200,334678.99033236800,336435.36622269200,339468.79835812700,342165.63700816300,342549.99401160900,345351.00015655300,345568.56786164900,341983.18472553400,340140.26587749800
2005-10-01,374187,374327,374690,375780,377689,378106,377912,377156,375801,374790,373933,373056,372498,317538.05876591400,307791.95185461700,312758.96141989000,314680.26990884000,319883.89396031300,328348.81577070400,327754.12163158200,344597.11252995700,344163.23116016900,342878.10899066100,340659.50303805300,338699.08451667600,338365.82138463800,340141.54555005300,343208.39404001000,345934.94112339600,346323.53221197000,349155.39430165800,349375.35873733500,345750.47894244500,343887.25846021000
2005-11-01,377971,378113,378479,379580,381509,381929,381734,380970,379602,378580,377714,376829,376265,320863.06889829300,311014.90838007700,316033.92858368500,317975.35551203700,323233.46784363500,331787.02769287600,331186.10638197500,348208.97386645000,347770.54481101000,346471.95275766400,344230.09270114900,342249.12624247600,341912.37004512300,343706.70629178900,346805.69965784300,349560.82478101600,349953.48884953600,352815.03282807300,353037.30279972800,349374.42917754100,347491.67952986400
2005-12-01,381465,381607,381977,383089,385035,385460,385262,384491,383110,382079,381205,380312,379743,323977.90162405100,314034.13841532900,319101.88160982200,321062.15526974700,326371.31161966200,335007.90660358500,334401.15174701900,351593.09215153500,351150.40216115600,349839.18955681200,347575.54166546300,345575.32290338100,345235.29389317500,347047.06865107400,350176.18002356200,352958.08122089400,353354.56145083900,356243.91575027000,356468.34588416100,352769.87410531700,350868.82668823500
2006-01-01,384286,384429,384802,385922,387882,388310,388111,387335,385943,384904,384024,383124,382551,326631.66522103100,316606.45078774000,321715.70481473500,323692.03544290600,329044.68008563800,337752.01903467400,337140.29413557600,354476.99638312200,354030.67527607700,352708.70759245900,350426.49237462300,348409.86703493400,348067.04897362700,349893.68461761000,353048.46218698800,355853.18162738000,356252.91394344000,359165.96785835500,359392.23885609400,355663.43076333600,353746.79021085700
