DATE,MEDDAYONMARNJ,MEDLISPRIMM34017,MEDLISPRIPERSQUFEENJ,MEDLISPRIPERSQUFEEMM34025,MEDLISPRIMM34009,MEDLISPRI34023,MEDLISPRI34003,NJSTHPI,CORESTICKM159SFRBATL,UNRATE,CORESTICKM159SFRBATL_normalized,UNRATE_normalized
1971-04-01,,,,,,,,,5.306250794,5.9,0.364384869359594,0.12497702694051231
1971-05-01,,,,,,,,,5.060279237,5.9,0.27261235381257143,0.12497702694051231
1971-06-01,,,,,,,,,5.239199701,5.9,0.3393679627308844,0.12497702694051231
1971-07-01,,,,,,,,,5.165044197,6.0,0.3117003851184969,0.18346881315327987
1971-08-01,,,,,,,,,4.913620811,6.1,0.21789378047692856,0.2419605993660474
1971-09-01,,,,,,,,,4.672385308,6.0,0.12788829683655265,0.18346881315327987
1971-10-01,,,,,,,,,4.376576593,5.8,0.017521430734704246,0.06648524072774424
1971-11-01,,,,,,,,,3.953153899,6.0,-0.14045848467509695,0.18346881315327987
1971-12-01,,,,,,,,,3.677258309,6.0,-0.24339572112406538,0.18346881315327987
1972-01-01,,,,,,,,,3.728280469,5.8,-0.22435924378110714,0.06648524072774424
1972-02-01,,,,,,,,,3.841502967,5.7,-0.18211568690522945,0.007993454514976694
1972-03-01,,,,,,,,,4.057916253,5.8,-0.1013714256733618,0.06648524072774424
1972-04-01,,,,,,,,,3.971403024,5.7,-0.13364969699164125,0.007993454514976694
1972-05-01,,,,,,,,,3.863863418,5.7,-0.1737729546720226,0.007993454514976694
1972-06-01,,,,,,,,,3.488589959,5.7,-0.3137882872190389,0.007993454514976694
1972-07-01,,,,,,,,,3.467340855,5.6,-0.3217163735026098,-0.05049833169779138
1972-08-01,,,,,,,,,3.366129082,5.6,-0.3594787031169408,-0.05049833169779138
1972-09-01,,,,,,,,,3.1247262,5.5,-0.44954663622125907,-0.10899011791055893
1972-10-01,,,,,,,,,3.331141241,5.6,-0.37253274164599415,-0.05049833169779138
1972-11-01,,,,,,,,,3.268535943,5.3,-0.3958909126235881,-0.22597369033609455
1972-12-01,,,,,,,,,3.147816809,5.2,-0.44093148047200015,-0.2844654765488621
1973-01-01,,,,,,,,,2.842802671,4.9,-0.5547329096415794,-0.4599408351871653
1973-02-01,,,,,,,,,2.881142745,5.0,-0.5404281457893955,-0.40144904897439776
1973-03-01,,,,,,,,,2.929374136,4.9,-0.5224329103467789,-0.4599408351871653
1973-04-01,,,,,,,,,3.031703085,5.0,-0.48425375997040837,-0.40144904897439776
1973-05-01,,,,,,,,,3.175423207,4.9,-0.43063147416008213,-0.4599408351871653
